"area_name","area_code","date","new_cases","total_cases"
"Waltham Forest","E09000031",2020-04-09,24,524
"Wandsworth","E09000032",2020-04-09,24,724
"Westminster","E09000033",2020-04-09,19,496
"Barking and Dagenham","E09000002",2020-04-10,11,347
"Barnet","E09000003",2020-04-10,21,960
"Bexley","E09000004",2020-04-10,19,463
"Brent","E09000005",2020-04-10,40,1017
"Bromley","E09000006",2020-04-10,24,779
"Camden","E09000007",2020-04-10,9,434
"Croydon","E09000008",2020-04-10,25,999
"Ealing","E09000009",2020-04-10,46,743
"Enfield","E09000010",2020-04-10,24,556
"Greenwich","E09000011",2020-04-10,19,501
"Hackney and City of London","E09000012",2020-04-10,16,518
"Hammersmith and Fulham","E09000013",2020-04-10,17,390
"Haringey","E09000014",2020-04-10,11,434
"Harrow","E09000015",2020-04-10,27,658
"Havering","E09000016",2020-04-10,26,476
"Hillingdon","E09000017",2020-04-10,22,512
"Hounslow","E09000018",2020-04-10,16,487
"Islington","E09000019",2020-04-10,4,339
"Kensington and Chelsea","E09000020",2020-04-10,11,380
"Kingston upon Thames","E09000021",2020-04-10,10,297
"Lambeth","E09000022",2020-04-10,17,895
"Lewisham","E09000023",2020-04-10,13,718
"Merton","E09000024",2020-04-10,14,495
"Newham","E09000025",2020-04-10,24,765
"Redbridge","E09000026",2020-04-10,11,527
"Richmond upon Thames","E09000027",2020-04-10,12,287
"Southwark","E09000028",2020-04-10,35,981
"Sutton","E09000029",2020-04-10,14,433
"Tower Hamlets","E09000030",2020-04-10,19,501
"Waltham Forest","E09000031",2020-04-10,24,548
"Wandsworth","E09000032",2020-04-10,29,753
"Westminster","E09000033",2020-04-10,9,505
"Barking and Dagenham","E09000002",2020-04-11,9,356
"Barnet","E09000003",2020-04-11,20,980
"Bexley","E09000004",2020-04-11,17,480
"Brent","E09000005",2020-04-11,22,1039
"Bromley","E09000006",2020-04-11,25,804
"Camden","E09000007",2020-04-11,9,443
"Croydon","E09000008",2020-04-11,23,1022
"Ealing","E09000009",2020-04-11,26,769
"Enfield","E09000010",2020-04-11,22,578
"Greenwich","E09000011",2020-04-11,16,517
"Hackney and City of London","E09000012",2020-04-11,15,533
"Hammersmith and Fulham","E09000013",2020-04-11,4,394
"Haringey","E09000014",2020-04-11,10,444
"Harrow","E09000015",2020-04-11,15,673
"Havering","E09000016",2020-04-11,18,494
"Hillingdon","E09000017",2020-04-11,17,529
"Hounslow","E09000018",2020-04-11,9,496
"Islington","E09000019",2020-04-11,4,343
"Kensington and Chelsea","E09000020",2020-04-11,4,384
"Kingston upon Thames","E09000021",2020-04-11,4,301
"Lambeth","E09000022",2020-04-11,47,942
"Lewisham","E09000023",2020-04-11,14,732
"Merton","E09000024",2020-04-11,18,513
"Newham","E09000025",2020-04-11,30,795
"Redbridge","E09000026",2020-04-11,14,541
"Richmond upon Thames","E09000027",2020-04-11,6,293
"Southwark","E09000028",2020-04-11,29,1010
"Sutton","E09000029",2020-04-11,20,453
"Tower Hamlets","E09000030",2020-04-11,14,515
"Waltham Forest","E09000031",2020-04-11,16,564
"Wandsworth","E09000032",2020-04-11,14,767
"Westminster","E09000033",2020-04-11,11,516
"Barking and Dagenham","E09000002",2020-04-12,18,374
"Barnet","E09000003",2020-04-12,18,998
"Bexley","E09000004",2020-04-12,12,492
"Brent","E09000005",2020-04-12,27,1066
"Bromley","E09000006",2020-04-12,13,817
"Camden","E09000007",2020-04-12,8,451
"Croydon","E09000008",2020-04-12,32,1054
"Ealing","E09000009",2020-04-12,28,797
"Enfield","E09000010",2020-04-12,22,600
"Greenwich","E09000011",2020-04-12,15,532
"Hackney and City of London","E09000012",2020-04-12,11,544
"Hammersmith and Fulham","E09000013",2020-04-12,7,401
"Haringey","E09000014",2020-04-12,12,456
"Harrow","E09000015",2020-04-12,15,688
"Havering","E09000016",2020-04-12,24,518
"Hillingdon","E09000017",2020-04-12,12,541
"Hounslow","E09000018",2020-04-12,13,509
"Islington","E09000019",2020-04-12,7,350
"Kensington and Chelsea","E09000020",2020-04-12,3,387
"Kingston upon Thames","E09000021",2020-04-12,23,324
"Lambeth","E09000022",2020-04-12,17,959
"Lewisham","E09000023",2020-04-12,19,751
"Merton","E09000024",2020-04-12,13,526
"Newham","E09000025",2020-04-12,15,810
"Redbridge","E09000026",2020-04-12,28,569
"Richmond upon Thames","E09000027",2020-04-12,11,304
"Southwark","E09000028",2020-04-12,12,1022
"Sutton","E09000029",2020-04-12,9,462
"Tower Hamlets","E09000030",2020-04-12,15,530
"Waltham Forest","E09000031",2020-04-12,22,586
"Wandsworth","E09000032",2020-04-12,11,778
"Westminster","E09000033",2020-04-12,9,525
"Barking and Dagenham","E09000002",2020-04-13,18,392
"Barnet","E09000003",2020-04-13,23,1021
"Bexley","E09000004",2020-04-13,12,504
"Brent","E09000005",2020-04-13,25,1091
"Bromley","E09000006",2020-04-13,33,850
"Camden","E09000007",2020-04-13,13,464
"Croydon","E09000008",2020-04-13,26,1080
"Ealing","E09000009",2020-04-13,35,832
"Enfield","E09000010",2020-04-13,14,614
"Greenwich","E09000011",2020-04-13,12,544
"Hackney and City of London","E09000012",2020-04-13,9,553
"Hammersmith and Fulham","E09000013",2020-04-13,9,410
"Haringey","E09000014",2020-04-13,17,473
"Harrow","E09000015",2020-04-13,23,711
"Havering","E09000016",2020-04-13,17,535
"Hillingdon","E09000017",2020-04-13,17,558
"Hounslow","E09000018",2020-04-13,9,518
"Islington","E09000019",2020-04-13,7,357
"Kensington and Chelsea","E09000020",2020-04-13,7,394
"Kingston upon Thames","E09000021",2020-04-13,13,337
"Lambeth","E09000022",2020-04-13,17,976
"Lewisham","E09000023",2020-04-13,29,780
"Merton","E09000024",2020-04-13,21,547
"Newham","E09000025",2020-04-13,20,830
"Redbridge","E09000026",2020-04-13,21,590
"Richmond upon Thames","E09000027",2020-04-13,8,312
"Southwark","E09000028",2020-04-13,25,1047
"Sutton","E09000029",2020-04-13,57,519
"Tower Hamlets","E09000030",2020-04-13,17,547
"Waltham Forest","E09000031",2020-04-13,20,606
"Wandsworth","E09000032",2020-04-13,17,795
"Westminster","E09000033",2020-04-13,10,535
"Barking and Dagenham","E09000002",2020-04-14,14,406
"Barnet","E09000003",2020-04-14,21,1042
"Bexley","E09000004",2020-04-14,25,529
"Brent","E09000005",2020-04-14,32,1123
"Bromley","E09000006",2020-04-14,22,872
"Camden","E09000007",2020-04-14,9,473
"Croydon","E09000008",2020-04-14,51,1131
"Ealing","E09000009",2020-04-14,26,858
"Enfield","E09000010",2020-04-14,38,652
"Greenwich","E09000011",2020-04-14,31,575
"Hackney and City of London","E09000012",2020-04-14,7,560
"Hammersmith and Fulham","E09000013",2020-04-14,9,419
"Haringey","E09000014",2020-04-14,10,483
"Harrow","E09000015",2020-04-14,17,728
"Havering","E09000016",2020-04-14,15,550
"Hillingdon","E09000017",2020-04-14,17,575
"Hounslow","E09000018",2020-04-14,21,539
"Islington","E09000019",2020-04-14,7,364
"Kensington and Chelsea","E09000020",2020-04-14,7,401
"Kingston upon Thames","E09000021",2020-04-14,19,356
"Lambeth","E09000022",2020-04-14,11,987
"Lewisham","E09000023",2020-04-14,16,796
"Merton","E09000024",2020-04-14,13,560
"Newham","E09000025",2020-04-14,17,847
"Redbridge","E09000026",2020-04-14,14,604
"Richmond upon Thames","E09000027",2020-04-14,9,321
"Southwark","E09000028",2020-04-14,21,1068
"Sutton","E09000029",2020-04-14,31,550
"Tower Hamlets","E09000030",2020-04-14,8,555
"Waltham Forest","E09000031",2020-04-14,23,629
"Wandsworth","E09000032",2020-04-14,23,818
"Westminster","E09000033",2020-04-14,13,548
"Barking and Dagenham","E09000002",2020-04-15,12,418
"Barnet","E09000003",2020-04-15,24,1066
"Bexley","E09000004",2020-04-15,19,548
"Brent","E09000005",2020-04-15,30,1153
"Bromley","E09000006",2020-04-15,26,898
"Camden","E09000007",2020-04-15,21,494
"Croydon","E09000008",2020-04-15,43,1174
"Ealing","E09000009",2020-04-15,44,902
"Enfield","E09000010",2020-04-15,15,667
"Greenwich","E09000011",2020-04-15,16,591
"Hackney and City of London","E09000012",2020-04-15,12,572
"Hammersmith and Fulham","E09000013",2020-04-15,30,449
"Haringey","E09000014",2020-04-15,14,497
"Harrow","E09000015",2020-04-15,17,745
"Havering","E09000016",2020-04-15,21,571
"Hillingdon","E09000017",2020-04-15,22,597
"Hounslow","E09000018",2020-04-15,17,556
"Islington","E09000019",2020-04-15,11,375
"Kensington and Chelsea","E09000020",2020-04-15,6,407
"Kingston upon Thames","E09000021",2020-04-15,17,373
"Lambeth","E09000022",2020-04-15,24,1011
"Lewisham","E09000023",2020-04-15,25,821
"Merton","E09000024",2020-04-15,14,574
"Newham","E09000025",2020-04-15,17,864
"Redbridge","E09000026",2020-04-15,12,616
"Richmond upon Thames","E09000027",2020-04-15,9,330
"Southwark","E09000028",2020-04-15,27,1095
"Sutton","E09000029",2020-04-15,34,584
"Tower Hamlets","E09000030",2020-04-15,14,569
"Waltham Forest","E09000031",2020-04-15,30,659
"Wandsworth","E09000032",2020-04-15,21,839
"Westminster","E09000033",2020-04-15,15,563
"Barking and Dagenham","E09000002",2020-04-16,12,430
"Barnet","E09000003",2020-04-16,20,1086
"Bexley","E09000004",2020-04-16,23,571
"Brent","E09000005",2020-04-16,40,1193
"Bromley","E09000006",2020-04-16,29,927
"Camden","E09000007",2020-04-16,11,505
"Croydon","E09000008",2020-04-16,34,1208
"Ealing","E09000009",2020-04-16,27,929
"Enfield","E09000010",2020-04-16,22,689
"Greenwich","E09000011",2020-04-16,13,604
"Hackney and City of London","E09000012",2020-04-16,6,578
"Hammersmith and Fulham","E09000013",2020-04-16,25,474
"Haringey","E09000014",2020-04-16,5,502
"Harrow","E09000015",2020-04-16,23,768
"Havering","E09000016",2020-04-16,22,593
"Hillingdon","E09000017",2020-04-16,19,616
"Hounslow","E09000018",2020-04-16,16,572
"Islington","E09000019",2020-04-16,7,382
"Kensington and Chelsea","E09000020",2020-04-16,9,416
"Kingston upon Thames","E09000021",2020-04-16,20,393
"Lambeth","E09000022",2020-04-16,21,1032
"Lewisham","E09000023",2020-04-16,17,838
"Merton","E09000024",2020-04-16,14,588
"Newham","E09000025",2020-04-16,16,880
"Redbridge","E09000026",2020-04-16,16,632
"Richmond upon Thames","E09000027",2020-04-16,11,341
"Southwark","E09000028",2020-04-16,22,1117
"Sutton","E09000029",2020-04-16,23,607
"Tower Hamlets","E09000030",2020-04-16,12,581
"Waltham Forest","E09000031",2020-04-16,13,672
"Wandsworth","E09000032",2020-04-16,20,859
"Westminster","E09000033",2020-04-16,10,573
"Barking and Dagenham","E09000002",2020-04-17,9,439
"Barnet","E09000003",2020-04-17,21,1107
"Bexley","E09000004",2020-04-17,19,590
"Brent","E09000005",2020-04-17,37,1230
"Bromley","E09000006",2020-04-17,27,954
"Camden","E09000007",2020-04-17,11,516
"Croydon","E09000008",2020-04-17,34,1242
"Ealing","E09000009",2020-04-17,22,951
"Enfield","E09000010",2020-04-17,36,725
"Greenwich","E09000011",2020-04-17,12,616
"Hackney and City of London","E09000012",2020-04-17,10,588
"Hammersmith and Fulham","E09000013",2020-04-17,17,491
"Haringey","E09000014",2020-04-17,7,509
"Harrow","E09000015",2020-04-17,27,795
"Havering","E09000016",2020-04-17,10,603
"Hillingdon","E09000017",2020-04-17,33,649
"Hounslow","E09000018",2020-04-17,18,590
"Islington","E09000019",2020-04-17,12,394
"Kensington and Chelsea","E09000020",2020-04-17,8,424
"Kingston upon Thames","E09000021",2020-04-17,22,415
"Lambeth","E09000022",2020-04-17,12,1044
"Lewisham","E09000023",2020-04-17,29,867
"Merton","E09000024",2020-04-17,21,609
"Newham","E09000025",2020-04-17,16,896
"Redbridge","E09000026",2020-04-17,20,652
"Richmond upon Thames","E09000027",2020-04-17,7,348
"Southwark","E09000028",2020-04-17,16,1133
"Sutton","E09000029",2020-04-17,24,631
"Tower Hamlets","E09000030",2020-04-17,3,584
"Waltham Forest","E09000031",2020-04-17,11,683
"Wandsworth","E09000032",2020-04-17,21,880
"Westminster","E09000033",2020-04-17,8,581
"Barking and Dagenham","E09000002",2020-04-18,7,446
"Barnet","E09000003",2020-04-18,15,1122
"Bexley","E09000004",2020-04-18,10,600
"Brent","E09000005",2020-04-18,28,1258
"Bromley","E09000006",2020-04-18,15,969
"Camden","E09000007",2020-04-18,15,531
"Croydon","E09000008",2020-04-18,33,1275
"Ealing","E09000009",2020-04-18,19,970
"Enfield","E09000010",2020-04-18,17,742
"Greenwich","E09000011",2020-04-18,10,626
"Hackney and City of London","E09000012",2020-04-18,6,594
"Hammersmith and Fulham","E09000013",2020-04-18,4,495
"Haringey","E09000014",2020-04-18,4,513
"Harrow","E09000015",2020-04-18,15,810
"Havering","E09000016",2020-04-18,11,614
"Hillingdon","E09000017",2020-04-18,21,670
"Hounslow","E09000018",2020-04-18,14,604
"Islington","E09000019",2020-04-18,4,398
"Kensington and Chelsea","E09000020",2020-04-18,6,430
"Kingston upon Thames","E09000021",2020-04-18,20,435
"Lambeth","E09000022",2020-04-18,17,1061
"Lewisham","E09000023",2020-04-18,6,873
"Merton","E09000024",2020-04-18,9,618
"Newham","E09000025",2020-04-18,9,905
"Redbridge","E09000026",2020-04-18,7,659
"Richmond upon Thames","E09000027",2020-04-18,6,354
"Southwark","E09000028",2020-04-18,17,1150
"Sutton","E09000029",2020-04-18,19,650
"Tower Hamlets","E09000030",2020-04-18,6,590
"Waltham Forest","E09000031",2020-04-18,15,698
"Wandsworth","E09000032",2020-04-18,12,892
"Westminster","E09000033",2020-04-18,3,584
"Barking and Dagenham","E09000002",2020-04-19,15,461
"Barnet","E09000003",2020-04-19,21,1143
"Bexley","E09000004",2020-04-19,21,621
"Brent","E09000005",2020-04-19,21,1279
"Bromley","E09000006",2020-04-19,13,982
"Camden","E09000007",2020-04-19,6,537
"Croydon","E09000008",2020-04-19,14,1289
"Ealing","E09000009",2020-04-19,17,987
"Enfield","E09000010",2020-04-19,13,755
"Greenwich","E09000011",2020-04-19,8,634
"Hackney and City of London","E09000012",2020-04-19,10,604
"Hammersmith and Fulham","E09000013",2020-04-19,6,501
"Haringey","E09000014",2020-04-19,17,530
"Harrow","E09000015",2020-04-19,26,836
"Havering","E09000016",2020-04-19,15,629
"Hillingdon","E09000017",2020-04-19,24,694
"Hounslow","E09000018",2020-04-19,23,627
"Islington","E09000019",2020-04-19,1,399
"Kensington and Chelsea","E09000020",2020-04-19,1,431
"Kingston upon Thames","E09000021",2020-04-19,10,445
"Lambeth","E09000022",2020-04-19,11,1072
"Lewisham","E09000023",2020-04-19,11,884
"Merton","E09000024",2020-04-19,13,631
"Newham","E09000025",2020-04-19,8,913
"Redbridge","E09000026",2020-04-19,8,667
"Richmond upon Thames","E09000027",2020-04-19,11,365
"Southwark","E09000028",2020-04-19,5,1155
"Sutton","E09000029",2020-04-19,13,663
"Tower Hamlets","E09000030",2020-04-19,6,596
"Waltham Forest","E09000031",2020-04-19,19,717
"Wandsworth","E09000032",2020-04-19,4,896
"Westminster","E09000033",2020-04-19,4,588
"Barking and Dagenham","E09000002",2020-04-20,7,468
"Barnet","E09000003",2020-04-20,14,1157
"Bexley","E09000004",2020-04-20,14,635
"Brent","E09000005",2020-04-20,17,1296
"Bromley","E09000006",2020-04-20,19,1001
"Camden","E09000007",2020-04-20,8,545
"Croydon","E09000008",2020-04-20,25,1314
"Ealing","E09000009",2020-04-20,24,1011
"Enfield","E09000010",2020-04-20,31,786
"Greenwich","E09000011",2020-04-20,10,644
"Hackney and City of London","E09000012",2020-04-20,14,618
"Hammersmith and Fulham","E09000013",2020-04-20,10,511
"Haringey","E09000014",2020-04-20,5,535
"Harrow","E09000015",2020-04-20,17,853
"Havering","E09000016",2020-04-20,14,643
"Hillingdon","E09000017",2020-04-20,25,719
"Hounslow","E09000018",2020-04-20,13,640
"Islington","E09000019",2020-04-20,12,411
"Kensington and Chelsea","E09000020",2020-04-20,7,438
"Kingston upon Thames","E09000021",2020-04-20,10,455
"Lambeth","E09000022",2020-04-20,15,1087
"Lewisham","E09000023",2020-04-20,14,898
"Merton","E09000024",2020-04-20,14,645
"Newham","E09000025",2020-04-20,9,922
"Redbridge","E09000026",2020-04-20,17,684
"Richmond upon Thames","E09000027",2020-04-20,6,371
"Southwark","E09000028",2020-04-20,11,1166
"Sutton","E09000029",2020-04-20,11,674
"Tower Hamlets","E09000030",2020-04-20,11,607
"Waltham Forest","E09000031",2020-04-20,15,732
"Wandsworth","E09000032",2020-04-20,10,906
"Westminster","E09000033",2020-04-20,4,592
"Barking and Dagenham","E09000002",2020-04-21,14,482
"Barnet","E09000003",2020-04-21,27,1184
"Bexley","E09000004",2020-04-21,15,650
"Brent","E09000005",2020-04-21,20,1316
"Bromley","E09000006",2020-04-21,11,1012
"Camden","E09000007",2020-04-21,6,551
"Croydon","E09000008",2020-04-21,24,1338
"Ealing","E09000009",2020-04-21,22,1033
"Enfield","E09000010",2020-04-21,24,810
"Greenwich","E09000011",2020-04-21,10,654
"Hackney and City of London","E09000012",2020-04-21,5,623
"Hammersmith and Fulham","E09000013",2020-04-21,19,530
"Haringey","E09000014",2020-04-21,11,546
"Harrow","E09000015",2020-04-21,28,881
"Havering","E09000016",2020-04-21,10,653
"Hillingdon","E09000017",2020-04-21,14,733
"Hounslow","E09000018",2020-04-21,22,662
"Islington","E09000019",2020-04-21,4,415
"Kensington and Chelsea","E09000020",2020-04-21,6,444
"Kingston upon Thames","E09000021",2020-04-21,16,471
"Lambeth","E09000022",2020-04-21,12,1099
"Lewisham","E09000023",2020-04-21,31,929
"Merton","E09000024",2020-04-21,13,658
"Newham","E09000025",2020-04-21,12,934
"Redbridge","E09000026",2020-04-21,15,699
"Richmond upon Thames","E09000027",2020-04-21,10,381
"Southwark","E09000028",2020-04-21,18,1184
"Sutton","E09000029",2020-04-21,17,691
"Tower Hamlets","E09000030",2020-04-21,10,617
"Waltham Forest","E09000031",2020-04-21,8,740
"Wandsworth","E09000032",2020-04-21,9,915
"Westminster","E09000033",2020-04-21,3,595
"Barking and Dagenham","E09000002",2020-04-22,9,491
"Barnet","E09000003",2020-04-22,11,1195
"Bexley","E09000004",2020-04-22,18,668
"Brent","E09000005",2020-04-22,17,1333
"Bromley","E09000006",2020-04-22,14,1026
"Camden","E09000007",2020-04-22,9,560
"Croydon","E09000008",2020-04-22,27,1365
"Ealing","E09000009",2020-04-22,15,1048
"Enfield","E09000010",2020-04-22,26,836
"Greenwich","E09000011",2020-04-22,14,668
"Hackney and City of London","E09000012",2020-04-22,8,631
"Hammersmith and Fulham","E09000013",2020-04-22,23,553
"Haringey","E09000014",2020-04-22,7,553
"Harrow","E09000015",2020-04-22,20,901
"Havering","E09000016",2020-04-22,12,665
"Hillingdon","E09000017",2020-04-22,16,749
"Hounslow","E09000018",2020-04-22,9,671
"Islington","E09000019",2020-04-22,3,418
"Kensington and Chelsea","E09000020",2020-04-22,17,461
"Kingston upon Thames","E09000021",2020-04-22,10,481
"Lambeth","E09000022",2020-04-22,16,1115
"Lewisham","E09000023",2020-04-22,7,936
"Merton","E09000024",2020-04-22,8,666
"Newham","E09000025",2020-04-22,16,950
"Redbridge","E09000026",2020-04-22,17,716
"Richmond upon Thames","E09000027",2020-04-22,3,384
"Southwark","E09000028",2020-04-22,5,1189
"Sutton","E09000029",2020-04-22,18,709
"Tower Hamlets","E09000030",2020-04-22,7,624
"Waltham Forest","E09000031",2020-04-22,9,749
"Wandsworth","E09000032",2020-04-22,6,921
"Westminster","E09000033",2020-04-22,2,597
"Barking and Dagenham","E09000002",2020-04-23,11,502
"Barnet","E09000003",2020-04-23,19,1214
"Bexley","E09000004",2020-04-23,13,681
"Brent","E09000005",2020-04-23,16,1349
"Bromley","E09000006",2020-04-23,38,1064
"Camden","E09000007",2020-04-23,12,572
"Croydon","E09000008",2020-04-23,33,1398
"Ealing","E09000009",2020-04-23,17,1065
"Enfield","E09000010",2020-04-23,26,862
"Greenwich","E09000011",2020-04-23,12,680
"Hackney and City of London","E09000012",2020-04-23,8,639
"Hammersmith and Fulham","E09000013",2020-04-23,50,603
"Haringey","E09000014",2020-04-23,13,566
"Harrow","E09000015",2020-04-23,18,919
"Havering","E09000016",2020-04-23,14,679
"Hillingdon","E09000017",2020-04-23,21,770
"Hounslow","E09000018",2020-04-23,15,686
"Islington","E09000019",2020-04-23,8,426
"Kensington and Chelsea","E09000020",2020-04-23,6,467
"Kingston upon Thames","E09000021",2020-04-23,18,499
"Lambeth","E09000022",2020-04-23,23,1138
"Lewisham","E09000023",2020-04-23,15,951
"Merton","E09000024",2020-04-23,10,676
"Newham","E09000025",2020-04-23,17,967
"Redbridge","E09000026",2020-04-23,14,730
"Richmond upon Thames","E09000027",2020-04-23,4,388
"Southwark","E09000028",2020-04-23,13,1202
"Sutton","E09000029",2020-04-23,16,725
"Tower Hamlets","E09000030",2020-04-23,10,634
"Waltham Forest","E09000031",2020-04-23,14,763
"Wandsworth","E09000032",2020-04-23,10,931
"Westminster","E09000033",2020-04-23,7,604
"Barking and Dagenham","E09000002",2020-04-24,3,505
"Barnet","E09000003",2020-04-24,17,1231
"Bexley","E09000004",2020-04-24,18,699
"Brent","E09000005",2020-04-24,16,1365
"Bromley","E09000006",2020-04-24,23,1087
"Camden","E09000007",2020-04-24,4,576
"Croydon","E09000008",2020-04-24,25,1423
"Ealing","E09000009",2020-04-24,22,1087
"Enfield","E09000010",2020-04-24,26,888
"Greenwich","E09000011",2020-04-24,14,694
"Hackney and City of London","E09000012",2020-04-24,5,644
"Hammersmith and Fulham","E09000013",2020-04-24,10,613
"Haringey","E09000014",2020-04-24,9,575
"Harrow","E09000015",2020-04-24,15,934
"Havering","E09000016",2020-04-24,11,690
"Hillingdon","E09000017",2020-04-24,13,783
"Hounslow","E09000018",2020-04-24,18,704
"Islington","E09000019",2020-04-24,4,430
"Kensington and Chelsea","E09000020",2020-04-24,0,467
"Kingston upon Thames","E09000021",2020-04-24,7,506
"Lambeth","E09000022",2020-04-24,12,1150
"Lewisham","E09000023",2020-04-24,11,962
"Merton","E09000024",2020-04-24,14,690
"Newham","E09000025",2020-04-24,11,978
"Redbridge","E09000026",2020-04-24,5,735
"Richmond upon Thames","E09000027",2020-04-24,5,393
"Southwark","E09000028",2020-04-24,12,1214
"Sutton","E09000029",2020-04-24,11,736
"Tower Hamlets","E09000030",2020-04-24,3,637
"Waltham Forest","E09000031",2020-04-24,15,778
"Wandsworth","E09000032",2020-04-24,12,943
"Westminster","E09000033",2020-04-24,7,611
"Barking and Dagenham","E09000002",2020-04-25,7,512
"Barnet","E09000003",2020-04-25,11,1242
"Bexley","E09000004",2020-04-25,15,714
"Brent","E09000005",2020-04-25,14,1379
"Bromley","E09000006",2020-04-25,22,1109
"Camden","E09000007",2020-04-25,7,583
"Croydon","E09000008",2020-04-25,14,1437
"Ealing","E09000009",2020-04-25,16,1103
"Enfield","E09000010",2020-04-25,27,915
"Greenwich","E09000011",2020-04-25,10,704
"Hackney and City of London","E09000012",2020-04-25,1,645
"Hammersmith and Fulham","E09000013",2020-04-25,3,616
"Haringey","E09000014",2020-04-25,9,584
"Harrow","E09000015",2020-04-25,19,953
"Havering","E09000016",2020-04-25,11,701
"Hillingdon","E09000017",2020-04-25,11,794
"Hounslow","E09000018",2020-04-25,21,725
"Islington","E09000019",2020-04-25,1,431
"Kensington and Chelsea","E09000020",2020-04-25,5,472
"Kingston upon Thames","E09000021",2020-04-25,5,511
"Lambeth","E09000022",2020-04-25,8,1158
"Lewisham","E09000023",2020-04-25,13,975
"Merton","E09000024",2020-04-25,11,701
"Newham","E09000025",2020-04-25,14,992
"Redbridge","E09000026",2020-04-25,10,745
"Richmond upon Thames","E09000027",2020-04-25,4,397
"Southwark","E09000028",2020-04-25,3,1217
"Sutton","E09000029",2020-04-25,9,745
"Tower Hamlets","E09000030",2020-04-25,12,649
"Waltham Forest","E09000031",2020-04-25,9,787
"Wandsworth","E09000032",2020-04-25,7,950
"Westminster","E09000033",2020-04-25,4,615
"Barking and Dagenham","E09000002",2020-04-26,10,522
"Barnet","E09000003",2020-04-26,17,1259
"Bexley","E09000004",2020-04-26,6,720
"Brent","E09000005",2020-04-26,13,1392
"Bromley","E09000006",2020-04-26,12,1121
"Camden","E09000007",2020-04-26,2,585
"Croydon","E09000008",2020-04-26,22,1459
"Ealing","E09000009",2020-04-26,18,1121
"Enfield","E09000010",2020-04-26,17,932
"Greenwich","E09000011",2020-04-26,11,715
"Hackney and City of London","E09000012",2020-04-26,7,652
"Hammersmith and Fulham","E09000013",2020-04-26,5,621
"Haringey","E09000014",2020-04-26,7,591
"Harrow","E09000015",2020-04-26,14,967
"Havering","E09000016",2020-04-26,8,709
"Hillingdon","E09000017",2020-04-26,14,808
"Hounslow","E09000018",2020-04-26,15,740
"Islington","E09000019",2020-04-26,7,438
"Kensington and Chelsea","E09000020",2020-04-26,3,475
"Kingston upon Thames","E09000021",2020-04-26,5,516
"Lambeth","E09000022",2020-04-26,9,1167
"Lewisham","E09000023",2020-04-26,7,982
"Merton","E09000024",2020-04-26,5,706
"Newham","E09000025",2020-04-26,7,999
"Redbridge","E09000026",2020-04-26,14,759
"Richmond upon Thames","E09000027",2020-04-26,1,398
"Southwark","E09000028",2020-04-26,10,1227
"Sutton","E09000029",2020-04-26,13,758
"Tower Hamlets","E09000030",2020-04-26,7,656
"Waltham Forest","E09000031",2020-04-26,12,799
"Wandsworth","E09000032",2020-04-26,7,957
"Westminster","E09000033",2020-04-26,5,620
"Barking and Dagenham","E09000002",2020-04-27,8,530
"Barnet","E09000003",2020-04-27,20,1279
"Bexley","E09000004",2020-04-27,14,734
"Brent","E09000005",2020-04-27,20,1412
"Bromley","E09000006",2020-04-27,25,1146
"Camden","E09000007",2020-04-27,2,587
"Croydon","E09000008",2020-04-27,35,1494
"Ealing","E09000009",2020-04-27,19,1140
"Enfield","E09000010",2020-04-27,13,945
"Greenwich","E09000011",2020-04-27,10,725
"Hackney and City of London","E09000012",2020-04-27,4,656
"Hammersmith and Fulham","E09000013",2020-04-27,5,626
"Haringey","E09000014",2020-04-27,9,600
"Harrow","E09000015",2020-04-27,23,990
"Havering","E09000016",2020-04-27,13,722
"Hillingdon","E09000017",2020-04-27,18,826
"Hounslow","E09000018",2020-04-27,8,748
"Islington","E09000019",2020-04-27,7,445
"Kensington and Chelsea","E09000020",2020-04-27,5,480
"Kingston upon Thames","E09000021",2020-04-27,10,526
"Lambeth","E09000022",2020-04-27,11,1178
"Lewisham","E09000023",2020-04-27,16,998
"Merton","E09000024",2020-04-27,8,714
"Newham","E09000025",2020-04-27,16,1015
"Redbridge","E09000026",2020-04-27,26,785
"Richmond upon Thames","E09000027",2020-04-27,9,407
"Southwark","E09000028",2020-04-27,17,1244
"Sutton","E09000029",2020-04-27,13,771
"Tower Hamlets","E09000030",2020-04-27,5,661
"Waltham Forest","E09000031",2020-04-27,13,812
"Wandsworth","E09000032",2020-04-27,7,964
"Westminster","E09000033",2020-04-27,10,630
"Barking and Dagenham","E09000002",2020-04-28,6,536
"Barnet","E09000003",2020-04-28,25,1304
"Bexley","E09000004",2020-04-28,15,749
"Brent","E09000005",2020-04-28,19,1431
"Bromley","E09000006",2020-04-28,11,1157
"Camden","E09000007",2020-04-28,5,592
"Croydon","E09000008",2020-04-28,32,1526
"Ealing","E09000009",2020-04-28,16,1156
"Enfield","E09000010",2020-04-28,13,958
"Greenwich","E09000011",2020-04-28,11,736
"Hackney and City of London","E09000012",2020-04-28,3,659
"Hammersmith and Fulham","E09000013",2020-04-28,4,630
"Haringey","E09000014",2020-04-28,4,604
"Harrow","E09000015",2020-04-28,14,1004
"Havering","E09000016",2020-04-28,7,729
"Hillingdon","E09000017",2020-04-28,13,839
